name,aeroplane,bicycle,bird,boat,bottle,bus,car,chair,cow,diningtable,horse,motorbike,person,train
1290,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1292,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1294,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1298,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1299,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1304,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1309,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1311,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1312,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1315,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1323,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1325,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1327,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1330,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1332,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1334,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1337,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1341,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1345,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1346,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1348,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1350,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1352,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1360,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1361,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1362,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1364,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1365,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1375,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1378,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1383,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1384,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1385,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1386,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1390,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1393,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1400,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1409,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1413,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1414,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1421,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1426,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1427,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1432,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1434,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1436,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1441,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1442,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1445,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1450,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1453,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1455,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1460,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1463,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1465,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1466,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1468,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1472,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1475,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1479,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1480,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1481,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1483,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1484,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1488,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1492,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1493,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1494,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1497,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1498,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1499,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1501,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1504,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1509,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1510,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1512,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1514,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1515,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1521,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1522,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1523,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1526,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1528,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1531,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1532,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1537,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1539,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1544,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1545,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1553,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1556,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1557,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1559,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1561,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1563,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1571,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1576,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1577,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1579,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1580,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1586,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1593,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1595,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1597,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1603,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1604,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1608,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1611,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1614,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1617,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1618,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1622,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1627,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1628,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1630,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1632,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1633,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1636,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1638,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1647,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1649,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1651,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1654,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1662,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1676,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1677,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1682,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1683,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1684,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1685,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1686,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1688,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1689,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1690,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1691,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1693,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1699,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1707,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1708,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1713,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1721,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1723,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1724,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1726,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1727,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1730,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1732,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1739,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1749,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1756,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1758,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1761,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1766,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1771,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1772,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1775,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1777,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1780,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1782,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1784,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1785,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1787,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1793,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1795,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1799,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1801,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1806,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1807,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1818,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1833,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1834,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1837,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1841,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1842,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1845,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1847,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1849,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1853,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1855,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1858,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1861,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1862,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1864,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1870,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1881,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1887,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1892,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1894,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1896,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1899,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1901,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1902,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1903,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1904,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1907,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1911,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1918,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1922,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1928,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1930,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1931,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1932,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1933,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1936,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1938,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1941,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1944,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1945,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1948,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1950,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1952,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1954,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1958,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1962,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1963,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1964,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1970,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1978,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1980,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2025,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2027,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2030,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2037,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2045,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2051,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2056,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2064,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2069,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2082,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2083,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2088,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2090,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2091,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2094,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2098,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2099,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2104,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2112,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2114,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2120,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2125,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2126,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2129,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2135,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2136,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2139,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2142,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2152,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2153,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2155,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2156,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2158,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2163,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2165,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2166,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2169,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2170,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2171,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2172,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2174,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2178,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2180,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2181,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2182,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2183,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2186,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2187,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2190,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2191,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2193,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2194,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2197,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2201,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2208,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2212,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2214,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2219,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2220,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2221,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2224,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2226,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2228,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2233,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2234,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2238,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2241,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2244,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2247,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2248,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2253,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2255,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2257,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2260,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2261,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2265,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2266,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2272,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2273,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2276,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2278,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2279,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2285,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2288,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2290,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2291,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2293,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2300,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2302,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2306,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2307,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2310,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2311,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2318,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2321,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2323,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2324,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2329,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2332,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2333,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2337,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2340,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2342,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2343,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2348,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2352,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2354,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2366,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2367,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2368,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2369,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2371,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2372,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2373,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2374,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2376,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2382,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2385,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2387,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2392,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2393,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2401,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2403,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2404,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2405,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2410,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2411,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2417,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2419,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2420,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2423,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2433,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2435,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2436,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2439,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2444,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2448,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2454,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2456,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2458,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2459,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2460,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2462,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2465,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2468,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2471,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2472,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2476,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2477,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2478,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2479,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2481,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2490,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2491,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2493,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2494,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2496,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2497,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2500,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2502,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2504,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2505,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2508,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2513,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2518,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2519,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2520,0,0,0,0,0,0,0,0,0,0,1,0,1,0
